RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	ADM2	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME	FULL_NAME	FULL_NAME_ND	MODIFY_DATE
1	-2643694	-3651432	66.016667	-21.6	660100	-213600	27WVP7278621898	NQ27-05	T	HLL		IC	30					N				EYRARHALS	Eyrarháls	Eyrarhals	1994-01-14
1	-2649331	-3657609	64.5	-19.233333	643000	-191400	27WWM8485653913	NQ27-14	T	MT		IC	03					N				LAMBAFELL	Lambafell	Lambafell	1994-01-14
1	-2649312	-3657590	65.883333	-23.15	655300	-230900	27WVP0198908585	NQ27-09	T	MT		IC	36					V				LAMBADALSMOUNTAIN	Lambadals Mountain	Lambadals Mountain	1998-04-03
1	-2648445	-3656663	63.783333	-18.133333	634700	-180800	27VXL4126476042	NP27-02	V	HTH		IC	37					N				KIRKJUBAEJARHEIDHI	Kirkjubæjarheiði	Kirkjubaejarheidhi	1994-01-14
1	-2647675	-3655798	65.466667	-23.033333	652800	-230200	27WVN0580461986	NQ27-09	T	ISL		IC	04					N				HVANNHOLMUR	Hvannhólmur	Hvannholmur	1994-01-14
1	-2649844	-3658174	65.333333	-14.716667	652000	-144300	28WET1319445634	NQ27-12	H	LK		IC	20					N				LITLASANDVATN	Litla-Sandvatn	Litla-Sandvatn	1994-01-14
1	-2649833	-3658162	63.766667	-19.316667	634600	-191900	27VWL8301472108	NP27-02	T	MT		IC	23					N				LITLAMOFELL	Litla-Mófell	Litla-Mofell	1994-01-14
1	-2649830	-3658159	63.9	-21.433333	635400	-212600	27VVL7872985943	NP27-01	S	FRM		IC	03					N				LITLALAND	Litlaland	Litlaland	1994-01-14
1	-2645840	-3653778	65.566667	-20.066667	653400	-200400	27WWN4307771930	NQ27-10	S	FRM		IC	05					N				HAMAR	Hamar	Hamar	1994-01-14
1	-2645839	-3653777	65.533333	-22.783333	653200	-224700	27WVN1759369063	NQ27-09	S	FRM		IC	04					N				HAMAR	Hamar	Hamar	1994-01-14
1	-2645824	-3653761	66.383333	-16	662300	-160000	28WDU5529762996	NQ27-07	T	HLLS		IC	21					N				HALSHAEDHIR	Hálshæðir	Halshaedhir	1994-01-14
1	-2644069	-3651837	65.283333	-13.816667	651700	-134900	28WET5520840550	NQ27-12	T	PK		IC	20					N				FLANNI	Flanni	Flanni	1994-01-14
1	-2644063	-3651831	65.616667	-18.6	653700	-183600	27WXN1053979293	NQ27-11	S	FRM		IC	09					N				FLAGA	Flaga	Flaga	1994-01-14
1	-2644051	-3651819	64.35	-15.633333	642100	-153800	28WDS6941136169	NQ27-15	H	GLCR		IC	06					N				FLAAJOKULL	Fláajökull	Flaajokull	1994-01-14
1	-2645591	-3653503	64.85	-21.816667	645100	-214900	27WVM6127491987	NQ27-13	T	VAL		IC	17					N				HAFRADALUR	Hafradalur	Hafradalur	1994-01-14
1	-2645586	-3653498	63.933333	-22.683333	635600	-224100	27VVL1747690674	NP27-01	P	PPL		IC	10					N				HAFNIR	Hafnir	Hafnir	1998-04-03
1	-2645580	-3653492	65.55	-13.733333	653300	-134400	28WET5849870342	NQ27-12	T	PT		IC	20					N				HAFNARTANGI	Hafnartangi	Hafnartangi	1994-01-14
1	-2645574	-3653486	66.433333	-22.45	662600	-222700	27WVP3531368962	NQ27-05	H	STMM		IC	19					N				HAFNAROS	Hafnarós	Hafnaros	1994-01-14
1	-2645569	-3653481	64.283333	-15.216667	641700	-151300	28WDS8951028605	NQ27-15	S	FRM		IC	06					N				HAFNARNES	Hafnarnes	Hafnarnes	1994-01-14
1	-2646998	-3655048	65.033333	-21.8	650200	-214800	27WVN6232212408	NQ27-10	H	STM		IC	08					N				HORDHUDALSA	Hörðudalsá	Hordhudalsa	1994-01-14
1	-2646991	-3655041	65.95	-23.416667	655700	-232500	27WUP9012316453	NQ27-09	S	FRMQ		IC	36					N				HOLTSSEL	Holtssel	Holtssel	1994-01-14
1	-2646266	-3654252	63.95	-18.683333	635700	-184100	27VXL1349793504	NP27-02	T	SLP		IC	00					N				HERDHUBREIDHARHALS	Herðubreiðarháls	Herdhubreidharhals	1994-01-14
1	-2646265	-3654259	65.333333	-16.466667	652000	-162800	28WDT3170546399	NQ27-11	T	MTS		IC	32					V				HERDUBREIDAR	Herdubreidar	Herdubreidar	1994-01-14
1	-2646265	-3654253	65.333333	-16.466667	652000	-162800	28WDT3170546399	NQ27-11	T	MTS		IC	32					V				HERDHUBREIDHARMOUNTAINS	Herðubreiðar Mountains	Herdhubreidhar Mountains	1994-01-14
1	-2645327	-3653216	65.433333	-20.8	652600	-204800	27WWN0927856765	NQ27-10	T	MT		IC	35					N				GRUNDARHLASS	Grundarhlass	Grundarhlass	1994-01-14
1	-2645325	-3653214	64.916667	-23.216667	645500	-231300	27WUN9516101004	NQ27-13	H	FLLS		IC	29					N				GRUNDARFOSS	Grundarfoss	Grundarfoss	1994-01-14
1	-2646850	-3654890	64.15	-16.133333	640900	-160800	28WDS4486614220	NQ27-15	T	MT		IC	06					N				HOLMAFJALL	Hólmafjall	Holmafjall	1994-01-14
1	-2646842	-3654882	66.15	-23.25	660900	-231500	27WUP9849838453	NQ27-05	P	PPL		IC	36					N				HOLL	Hóll	Holl	1994-01-14
1	-2646834	-3654874	66.2	-15.2	661200	-151200	28WDU9099442217	NQ27-07	S	FRM		IC	21					N				HOLL	Hóll	Holl	1994-01-14
1	-2645069	-3652931	64.883333	-16.2	645300	-161200	28WDS4316895991	NQ27-15	T	VAL		IC	20					N				GRAGAESDALUR	Grágæsdalur	Gragaesdalur	1994-01-14
1	-2645063	-3652924	63.7	-19.466667	634200	-192800	27VWL7579664494	NP27-02	T	HLL		IC	23					N				GRAFELL	Gráfell	Grafell	1994-01-14
1	-2641819	-3649321	65.466667	-23.983333	652800	-235900	27WUN6181663739	NQ27-09	H	INLT		IC	34					N				BAEJAROS	Bæjarós	Baejaros	1994-01-14
1	-2643118	-3650774	65.533333	-22.816667	653200	-224900	27WVN1605369107	NQ27-09	S	FRM		IC	04					N				DEILDARA	Deildará	Deildara	1994-01-14
1	-2643858	-3651605	64.4	-23	642400	-230000	27WVM0358943106	NQ27-13	H	BAY		IC	00					N				FAXAFLOI	Faxaflói	Faxafloi	1998-04-03
1	-2643849	-3651594	64.9	-13.866667	645400	-135200	28WES5364297790	NQ27-16	H	FJD		IC	31					N				FASKRUDHSFJORDHUR	Fáskrúðsfjörður	Faskrudhsfjordhur	1994-01-14
1	-2642916	-3650555	65.016667	-21.833333	650100	-215000	27WVN6072810571	NQ27-10	S	FRM		IC	08					N				BUGDHUSTADHIR	Bugðustaðir	Bugdhustadhir	1994-01-14
1	-2641242	-3648686	65.683333	-14.633333	654100	-143800	28WET1684884663	NQ27-12	T	MT		IC	20					N				AFRETTARFJALL	Afréttarfjall	Afrettarfjall	1994-01-14
1	-2641231	-3648674	65.166667	-19.733333	651000	-194400	27WWN5935627625	NQ27-10	T	HLL		IC	00					N				AFANGAFELL	Áfangafell	Afangafell	1994-01-14
1	-2641223	-3648666	66.15	-16.55	660900	-163300	28WDU3007037495	NQ27-07	S	FRM		IC	21					N				AERLAEKJARSEL	Ærlækjarsel	AErlaekjarsel	1994-01-14
1	-2641221	-3648664	65.566667	-20.666667	653400	-204000	27WWN1538571652	NQ27-10	S	FRM		IC	35					N				AEGISSIDHA	Ægissíða	AEgissidha	1994-01-14
1	-2643681	-3651419	63.866667	-21.15	635200	-210900	27VVL9262882165	NP27-01	P	PPL		IC	03					N				EYRARBAKKI	Eyrarbakki	Eyrarbakki	1998-04-03
1	-2642835	-3650465	64.383333	-21.366667	642300	-212200	27WVM8231239782	NQ27-13	H	STM		IC	07					N				BRUNNA	Brunná	Brunna	1994-01-14
1	-2643586	-3651296	65.566667	-20.816667	653400	-204900	27WWN0846271623	NQ27-10	S	FRM		IC	35					N				ENGJABREKKA	Engjabrekka	Engjabrekka	1994-01-14
1	-2643577	-3651287	65.633333	-20.166667	653800	-201000	27WWN3836379295	NQ27-10	S	FRM		IC	05					N				ENGIHLIDH	Engihlíð	Engihlidh	1994-01-14
1	-2643569	-3651279	64.166667	-21.916667	641000	-215500	27WVM5543215907	NQ27-13	T	ISL		IC	15					N				ENGEY	Engey	Engey	1994-01-14
1	-2648579	-3656805	64.6	-14.416667	643600	-142500	28WES2791864005	NQ27-16	T	ISL		IC	31					N				KJOGGUR	Kjöggur	Kjoggur	1994-01-14
1	-2648575	-3656800	65.75	-19.2	654500	-191200	27WWN8248693226	NQ27-10	S	FRM		IC	28					N				KJARVALSSTADHIR	Kjarvalsstaðir	Kjarvalsstadhir	1994-01-14
1	-2648565	-3656789	66.383333	-22.7	662300	-224200	27WVP2401063672	NQ27-05	T	PASS		IC	19					N				KJARANSVIKURSKARDH	Kjaransvíkurskarð	Kjaransvikurskardh	1994-01-14
1	-2647660	-3655782	64.6	-14.2	643600	-141200	28WES3828864118	NQ27-16	T	ISL		IC	31					N				HVANNEY	Hvanney	Hvanney	1994-01-14
1	-2647644	-3655766	64.183333	-16.066667	641100	-160400	28WDS4817117878	NQ27-15	T	VAL		IC	06					N				HVANNADALUR	Hvannadalur	Hvannadalur	1994-01-14
1	-2647642	-3655764	66.45	-22.6	662700	-223600	27WVP2867070983	NQ27-05	S	FRM		IC	19					N				HVANNADALSVATN	Hvannadalsvatn	Hvannadalsvatn	1994-01-14
1	-2649910	-3658242	64.8	-23.6	644800	-233600	27WUM7650488701	NQ27-13	S	FRM		IC	29					N				LITLUHNAUSAR	Litlu Hnausar	Litlu Hnausar	1994-01-14
1	-2649812	-3658140	65.65	-19.533333	653900	-193200	27WWN6747381686	NQ27-10	S	FRM		IC	28					N				LITLAGROF	Litla Gröf	Litla Grof	1994-01-14
1	-2649087	-3657353	66.45	-22.816667	662700	-224900	27WVP1901271247	NQ27-05	T	CLF		IC	19					N				KROSSHAMAR	Krosshamar	Krosshamar	1994-01-14
1	-2649082	-3657348	65.25	-22.25	651500	-221500	27WVN4160936896	NQ27-09	T	SPUR		IC	08					N				KROSSFJALL	Krossfjall	Krossfjall	1994-01-14
1	-2644997	-3652852	64.766667	-21.55	644600	-213300	27WVM7383882564	NQ27-13	T	HLL		IC	17					N				GRABROK	Grábrók	Grabrok	1994-01-14
1	-2644990	-3652844	63.916667	-21.516667	635500	-213100	27VVL7465487831	NP27-01	T	FSR		IC	03					N				GOTUGJA	Götugjá	Gotugja	1994-01-14
1	-2644977	-3652831	65.6	-16.083333	653600	-160500	28WDT5006475756	NQ27-11	S	FRMQ		IC	21					N				GOMLUGRIMSSTADHIR	Gömlu-Grímsstaðir	Gomlu-Grimsstadhir	1994-01-14
1	-2646521	-3654535	64.933333	-21.566667	645600	-213400	27WVN7321201145	NQ27-13	S	FRM		IC	08					N				HLIDHARTUN	Hlíðartún	Hlidhartun	1994-01-14
1	-2646505	-3654517	65.566667	-14.616667	653400	-143700	28WET1769371665	NQ27-12	T	MTS		IC	20					V				HLIDHARFJOLL	Hlíðarfjöll	Hlidharfjoll	1994-01-14
1	-2646491	-3654477	63.716667	-19.9	634300	-195400	27VWL5434565910	NP27-02	S	FRM		IC	23					V				HLIDARENDAKOT	Hlidarendakot	Hlidarendakot	1994-01-14
1	-2644745	-3652577	65.066667	-13.5	650400	-133000	28WET7055316722	NQ27-12	T	HDLD		IC	31					N				GERPIR	Gerpir	Gerpir	1998-04-03
1	-2644734	-3652564	64.033333	-22.05	640200	-220300	27WVM4870501151	NQ27-13	S	FRM		IC	10					N				GERDHI	Gerði	Gerdhi	1994-01-14
1	-2646261	-3654245	64.366667	-14.816667	642200	-144900	28WES0885037887	NQ27-16	T	ISL		IC	06					N				HERBJARNAREY	Herbjarnarey	Herbjarnarey	1994-01-14
1	-2646260	-3654243	65.566667	-19.383333	653400	-192300	27WWN7461172569	NQ27-10	H	STM		IC	28					N				HERADHSVOTN	Héraðsvötn	Heradhsvotn	1998-04-03
1	-2646259	-3654242	65.65	-14.25	653900	-141500	28WET3450581105	NQ27-12	T	BCH		IC	20					N				HERADHSSANDUR	Héraðssandur	Heradhssandur	1994-01-14
1	-2646258	-3654453	65.7	-14.2	654200	-141200	28WET3673486706	NQ27-12	H	BAY		IC	20					V				HJERADSFLOI	Hjerads Flói	Hjerads Floi	1998-04-03
1	-2646256	-3654238	65.45	-19.266667	652700	-191600	27WWN8035359713	NQ27-10	S	FRM		IC	28					N				HERADHSDALUR	Héraðsdalur	Heradhsdalur	1994-01-14
1	-2646249	-3654229	64.8	-14.583333	644800	-143500	28WES1979586230	NQ27-16	H	STM		IC	31					N				HEMRA	Hemra	Hemra	1994-01-14
1	-2646004	-3653953	65.416667	-14.716667	652500	-144300	28WET1315354922	NQ27-12	V	HTH		IC	20					N				HAUKSSTADHAHEIDHI	Hauksstaðaheiði	Hauksstadhaheidhi	1994-01-14
1	-2646002	-3653951	64.233333	-20.25	641400	-201500	27WWM3637723230	NQ27-14	S	FRM		IC	03					N				HAUKHOLT	Haukholt	Haukholt	1994-01-14
1	-2645991	-3653940	63.966667	-19.966667	635800	-195800	27VWL5060193710	NP27-02	S	FRM		IC	23					N				HAUKADALUR	Haukadalur	Haukadalur	1994-01-14
1	-2641808	-3649309	64.983333	-21.7	645900	-214200	27WVN6697006780	NQ27-13	T	HLL		IC	08					N				BAEJARHALS	Bæjarháls	Baejarhals	1994-01-14
1	-2641804	-3649305	66.216667	-15.566667	661300	-153400	28WDU7450044176	NQ27-07	H	BOG		IC	21					N				BAEJARFLOI	Bæjarflói	Baejarfloi	1994-01-14
1	-2641803	-3649317	65.85	-16.933333	655100	-165600	28WDU1174904550	NQ27-11	T	MT		IC	32					V				BAEJARMOUNTAIN	Baejar Mountain	Baejar Mountain	1994-01-14
1	-2641793	-3649293	65.316667	-22.566667	651900	-223400	27WVN2700344654	NQ27-09	T	ISL		IC	08					N				BAEJAREY	Bæjarey	Baejarey	1994-01-14
1	-2641791	-3649291	65.55	-21.95	653300	-215700	27WVN5612670084	NQ27-10	T	VAL		IC	04					N				BAEJARDALUR	Bæjardalur	Baejardalur	1994-01-14
1	-2641785	-3649285	66.466667	-16.533333	662800	-163200	28WDU3168772766	NQ27-07	T	RDGE		IC	21					N				BAEJARAS	Bæjarás	Baejaras	1994-01-14
1	-2643078	-3650729	65.283333	-20.033333	651700	-200200	27WWN4510040378	NQ27-10	S	RUIN		IC	00					N				DALSEL	Dalsel	Dalsel	1994-01-14
1	-2643075	-3650725	66.116667	-17.9	660700	-175400	28WCU6901835946	NQ27-06	H	STM		IC	32					N				DALSA	Dalsá	Dalsa	1994-01-14
1	-2643056	-3650706	64.95	-14.166667	645700	-141000	28WET3937003142	NQ27-16	S	FRM		IC	31					N				DALIR	Dalir	Dalir	1994-01-14
1	-2643055	-3650705	64.966667	-14.7	645800	-144200	28WET1416504773	NQ27-16	S	FRMQ		IC	31					N				DALHUS	Dalhús	Dalhus	1994-01-14
1	-2642069	-3649605	65.25	-20.366667	651500	-202200	27WWN2958636466	NQ27-10	H	LK		IC	00					N				BERGSVATN	Bergsvatn	Bergsvatn	1994-01-14
1	-2642066	-3649602	64.2	-20.333333	641200	-202000	27WWM3237419471	NQ27-14	S	FRM		IC	03					N				BERGSTADHIR	Bergstaðir	Bergstadhir	1994-01-14
1	-2642043	-3649579	65.366667	-21.883333	652200	-215300	27WVN5891849608	NQ27-10	S	FRM		IC	08					N				BELGSDALUR	Belgsdalur	Belgsdalur	1994-01-14
1	-2643554	-3651263	63.466667	-20.183333	632800	-201100	27VWL4070437845	NP27-02	T	ISL		IC	23					N				ELLIDHAEY	Elliðaey	Ellidhaey	1994-01-14
1	-2643548	-3651253	63.633333	-17.833333	633800	-175000	28VCR5963759267	NP27-03	H	STMM		IC	37					N				ELDVATNSOS	Eldvatnsós	Eldvatnsos	1994-01-14
1	-2643536	-3651237	63.966667	-18.616667	635800	-183700	27VXL1669295481	NP27-02	T	FSR		IC	00					V				ELDGIA	Eldgia	Eldgia	1994-01-14
1	-2642781	-3650405	65.616667	-21.35	653700	-212100	27WVN8387777229	NQ27-10	T	ISL		IC	30					N				BRODDANESEY	Broddanesey	Broddanesey	1994-01-14
1	-2642016	-3649551	64.9	-22.9	645400	-225400	27WVM1007898660	NQ27-13	S	FRMQ		IC	29					N				BAULARVELLIR	Baulárvellir	Baularvellir	1994-01-14
1	-2642010	-3649543	65.766667	-21.683333	654600	-214100	27WVN6870394073	NQ27-10	S	FRM		IC	30					N				BASSASTADHIR	Bassastaðir	Bassastadhir	1994-01-14
1	-2643589	-3651299	65.8	-20	654800	-200000	27WWN4574097982	NQ27-10	T	VAL		IC	00					N				ENGJADALUR	Engjadalur	Engjadalur	1994-01-14
1	-2643588	-3651298	64.566667	-21.233333	643400	-211400	27WVM8881960182	NQ27-13	T	VAL		IC	07					N				ENGJADALUR	Engjadalur	Engjadalur	1994-01-14
1	-2642767	-3650390	65.35	-23.183333	652100	-231100	27WUN9840649222	NQ27-09	T	RKS		IC	04					N				BRIMSKER	Brimsker	Brimsker	1994-01-14
1	-2642763	-3650385	66.35	-15	662100	-150000	28WEU0000058923	NQ27-07	T	PT		IC	21					N				BRIMNES	Brimnes	Brimnes	1994-01-14
1	-2649892	-3658224	64.816667	-23.566667	644900	-233400	27WUM7816290493	NQ27-13	S	FRM		IC	29					N				LITLIKAMBUR	Litli Kambur	Litli Kambur	1994-01-14
1	-2649877	-3658207	65.483333	-19.966667	652900	-195800	27WWN4784562715	NQ27-10	S	FRM		IC	05					N				LITLIDALUR	Litlidalur	Litlidalur	1994-01-14
1	-2649071	-3657337	64.383333	-15.283333	642300	-151700	28WDS8633239762	NQ27-15	S	FRM		IC	06					N				KROSSBAER	Krossbær	Krossbaer	1994-01-14
1	-2649049	-3657314	65.716667	-24.033333	654300	-240200	26WPT3609991542	NQ27-09	T	VAL		IC	34					N				KROSSADALUR	Krossadalur	Krossadalur	1994-01-14
1	-2648333	-3656539	64.583333	-22.3	643500	-221800	27WVM3774662657	NQ27-13	H	LK		IC	17					N				KELDUVOTN	Kelduvötn	Kelduvotn	1994-01-14
1	-2648332	-3656538	66.1	-20.1	660600	-200600	27WWP4068731349	NQ27-06	S	FRM		IC	28					N				KELDUVIK	Kelduvík	Kelduvik	1994-01-14
1	-2644975	-3652829	66.466667	-22.6	662800	-223600	27WVP2871772840	NQ27-05	T	RK		IC	19					N				GOLTUR	Göltur	Goltur	1994-01-14
1	-2644973	-3652827	66.15	-23.566667	660900	-233400	27WUP8421839002	NQ27-05	S	FRM		IC	36					N				GOLTUR	Göltur	Goltur	1994-01-14
1	-2644965	-3652818	65.233333	-13.716667	651400	-134300	28WET5998635070	NQ27-12	T	PK		IC	31					N				GODHATINDUR	Goðatindur	Godhatindur	1994-01-14
1	-2644958	-3652804	65.683333	-17.55	654100	-173300	28WCT8285786990	NQ27-11	H	FLLS		IC	32					V				GODAFOSS	Godafoss	Godafoss	1998-04-03
1	-2645700	-3653627	65.516667	-17.766667	653100	-174600	28WCT7209168849	NQ27-11	T	PK		IC	32					N				HAGONGUR	Hágöngur	Hagongur	1994-01-14
1	-2645699	-3653626	64.566667	-18.216667	643400	-181300	27WXM3334263088	NQ27-14	T	MTS		IC	00					N				HAGONGUR	Hágöngur	Hagongur	1994-01-14
1	-2644711	-3652540	65.75	-14.366667	654500	-142200	28WET2902692191	NQ27-12	T	PT		IC	20					N				GELDINGANES	Geldinganes	Geldinganes	1994-01-14
1	-2644704	-3652532	66.116667	-15.616667	660700	-153700	28WDU7214033051	NQ27-07	H	FLLS		IC	21					N				GELDINGAFOSS	Geldingafoss	Geldingafoss	1994-01-14
1	-2647168	-3655239	65.266667	-18.016667	651600	-180100	27WXN3923941468	NQ27-11	T	MT		IC	09					N				HRAUNARTUNGUR	Hraunártungur	Hraunartungur	1994-01-14
1	-2646228	-3654205	65.533333	-16.233333	653200	-161400	28WDT4300568454	NQ27-11	L	GRAZ		IC	32					N				HELLUHOLT	Helluholt	Helluholt	1994-01-14
1	-2645457	-3653360	65.583333	-18.633333	653500	-183800	27WXN0914475521	NQ27-11	T	MT		IC	09					N				HAAFJALL	Háafjall	Haafjall	1994-01-14
1	-2645455	-3653358	64.733333	-21.233333	644400	-211400	27WVM8888778756	NQ27-13	H	LK		IC	17					N				HAAFELLSVATN	Háafellsvatn	Haafellsvatn	1994-01-14
1	-2645450	-3653353	65.65	-17.75	653900	-174500	28WCT7351183665	NQ27-11	T	MT		IC	32					N				HAAFELL	Háafell	Haafell	1994-01-14
1	-2645449	-3653352	64.7	-21.25	644200	-211500	27WVM8807975044	NQ27-13	S	FRMS		IC	00					N				HAAFELL	Háafell	Haafell	1994-01-14
1	-2645443	-3653346	66.066667	-23.283333	660400	-231700	27WUP9665629223	NQ27-05	T	PASS		IC	36					N				GYLTUSKARDH	Gyltuskarð	Gyltuskardh	1994-01-14
1	-2646923	-3654968	65.75	-16.083333	654500	-160500	28WDT5035292473	NQ27-11	T	HLLS		IC	21					N				HOLSFJOLL	Hólsfjöll	Holsfjoll	1994-01-14
1	-2646922	-3654967	66.116667	-18.9	660700	-185400	27WWP9486234504	NQ27-06	T	MT		IC	09					N				HOLSFJALL	Hólsfjall	Holsfjall	1994-01-14
1	-2646920	-3654965	64.95	-21.783333	645700	-214700	27WVN6299203111	NQ27-13	T	MT		IC	08					N				HOLSFJALL	Hólsfjall	Holsfjall	1994-01-14
1	-2646916	-3654961	66.133333	-18.183333	660800	-181100	27WXP2713737630	NQ27-06	T	VAL		IC	32					N				HOLSDALUR	Hólsdalur	Holsdalur	1994-01-14
1	-2645967	-3653914	65.133333	-19.533333	650800	-193200	27WWN6881324114	NQ27-10	H	STM		IC	00					N				HAUGAKVISL	Haugakvísl	Haugakvisl	1994-01-14
1	-2645202	-3653076	65.816667	-17.083333	654900	-170500	28WDU0478001055	NQ27-11	T	HLL		IC	32					N				GRJOT	Grjót	Grjot	1994-01-14
1	-2645201	-3653075	64.766667	-21.383333	644600	-212300	27WVM8176682506	NQ27-13	S	FRM		IC	17					N				GRJOT	Grjót	Grjot	1994-01-14
1	-2645196	-3653070	64.733333	-21.7	644400	-214200	27WVM6666278920	NQ27-13	S	FRM		IC	17					N				GRISATUNGA	Grisatunga	Grisatunga	1994-01-14
1	-2645193	-3653067	65.216667	-15.45	651300	-152700	28WDT7895232677	NQ27-12	H	LK		IC	20					N				GRIPDEILD	Gripdeild	Gripdeild	1994-01-14
1	-2641999	-3649530	65.933333	-19.266667	655600	-191600	27WWP7886713569	NQ27-10	T	MT		IC	28					N				BARNADALSFJALL	Barnadalsfjall	Barnadalsfjall	1994-01-14
1	-2641996	-3649527	65	-21.85	650000	-215100	27WVN5991808724	NQ27-10	T	SLP		IC	08					N				BARMUR	Barmur	Barmur	1994-01-14
1	-2641990	-3649521	65.616667	-14.316667	653700	-141900	28WET3147877355	NQ27-12	S	FRMQ		IC	20					N				BARMASEL	Barmasel	Barmasel	1994-01-14
1	-2641979	-3649510	65.666667	-18.483333	654000	-182900	27WXN1568785072	NQ27-11	H	STM		IC	09					N				BARKA	Barká	Barka	1994-01-14
1	-2641974	-3649507	65.166667	-13.516667	651000	-133100	28WET6950827846	NQ27-12	T	PT		IC	31					V				BARDSNESHORN	Bardsneshorn	Bardsneshorn	1994-01-14
1	-2643637	-3651360	64.666667	-15.6	644000	-153600	28WDS7135471442	NQ27-15	H	GLCR		IC	20					V				EYJABAKKAGLACIER	Eyjabakka Glacier	Eyjabakka Glacier	1994-01-14
1	-2642748	-3650370	66.1	-17.816667	660600	-174900	28WCU7269633918	NQ27-07	T	RK		IC	32					N				BRIKURSKER	Bríkursker	Brikursker	1994-01-14
1	-2641973	197255	65.116667	-13.55	650700	-133300	28WET6807422238	NQ27-12	T	PEN		IC	31					V				BARDSAS	Bardsás	Bardsas	1996-04-16
1	-2641970	-3649473	66.35	-22.25	662100	-221500	27WVP4404859482	NQ27-05	T	PT		IC	19					V				BARD	Bard	Bard	1994-01-14
1	-2641931	-3649448	64.683333	-19.7	644100	-194200	27WWM6202573800	NQ27-14	T	MT		IC	00					N				BALDHEIDHI	Balðeiði	Baldheidhi	1994-01-14
1	-2641927	-3649443	65.8	-21.35	654800	-212100	27WVN8399097662	NQ27-10	T	SLP		IC	30					N				BALAR	Balar	Balar	1994-01-14
1	-2641926	-3649442	65.833333	-21.4	655000	-212400	27WVP8172701391	NQ27-10	T	MTS		IC	30					V				BALAMOUNTAINS	Bala Mountains	Bala Mountains	1994-01-14
1	-2642706	-3650325	65.533333	-20.35	653200	-202100	27WWN3003968051	NQ27-10	S	FRM		IC	05					N				BREKKUKOT	Brekkukot	Brekkukot	1994-01-14
1	-2647771	-3655903	63.9	-17.683333	635400	-174100	28VCR6831388641	NP27-03	S	FRM		IC	37					N				HVOLL	Hvoll	Hvoll	1994-01-14
1	-2647765	-3655896	65.433333	-13.75	652600	-134500	28WET5798657325	NQ27-12	T	PK		IC	20					N				HVITSERKUR	Hvítserkur	Hvitserkur	1994-01-14
1	-2649869	-3658199	64.316667	-21.65	641900	-213900	27WVM6856832463	NQ27-13	S	FRM		IC	15					N				LITLIBAER	Litlibær	Litlibaer	1994-01-14
1	-2649868	-3658198	65.933333	-18.366667	655600	-182200	27WXP1980214994	NQ27-11	S	FRM		IC	09					N				LITLIARSKOGUR	Litli Árskógur	Litli Arskogur	1994-01-14
1	-2649201	-3657474	65.716667	-17.416667	654300	-172500	28WCT8912290461	NQ27-11	S	FRM		IC	32					N				KVIGINDISDALUR	Kvígindisdalur	Kvigindisdalur	1994-01-14
1	-2649198	-3657471	65.833333	-21.283333	655000	-211700	27WVP8705701362	NQ27-10	T	RK		IC	30					N				KVIASKER	Kvíasker	Kviasker	1994-01-14
1	-2648329	-3656535	66.05	-19.333333	660300	-192000	27WWP7548926487	NQ27-06	S	FRM		IC	28					N				KELDUR	Keldur	Keldur	1994-01-14
1	-2648321	-3656527	64.25	-15.466667	641500	-152800	28WDS7737924956	NQ27-15	S	FRMQ		IC	06					N				KELDUHOLT	Kelduholt	Kelduholt	1994-01-14
1	-2648307	-3656512	65.216667	-14.45	651300	-142700	28WET2572632714	NQ27-12	S	FRM		IC	31					N				KELDHOLAR	Kelðólar	Keldholar	1994-01-14
1	-2648302	-3656506	63.933333	-22.183333	635600	-221100	27VVL4198590123	NP27-01	T	HLL		IC	10					N				KEILIR	Keilir	Keilir	1994-01-14
1	-2644178	-3651959	64.55	-15	643300	-150000	28WES0000058305	NQ27-16	T	PKS		IC	00					N				FLUGUSTADHATINDAR	Flugustaðatindar	Flugustadhatindar	1994-01-14
1	-2644175	-3651956	65.583333	-19.316667	653500	-191900	27WWN7763874507	NQ27-10	S	FRM		IC	28					N				FLUGUMYRARHVAMMUR	Flugumýrarhvammur	Flugumyrarhvammur	1994-01-14
1	-2644165	-3651944	64.2	-20.45	641200	-202700	27WWM2670919416	NQ27-14	H	LK		IC	03					N				FLOKATJORN	Flókatjörn	Flokatjorn	1994-01-14
1	-2644158	-3651936	65.583333	-18.666667	653500	-184000	27WXN0760775464	NQ27-11	S	FRM		IC	09					N				FLOGUSEL	Flögusel	Flogusel	1994-01-14
1	-2644155	-3651932	65.05	-14.7	650300	-144200	28WET1412114061	NQ27-12	T	PK		IC	31					N				FLOGUHNJUKUR	Flöguhnjúkur	Floguhnjukur	1994-01-14
1	-2645697	-3653624	64.516667	-18.25	643100	-181500	27WXM3198757450	NQ27-14	T	LAVA		IC	00					N				HAGONGUHRAUN	Hágönguhraun	Hagonguhraun	1994-01-14
1	-2645682	-3653609	63.683333	-20.233333	634100	-201400	27VWL3792261955	NP27-02	S	FRM		IC	23					N				HAGI	Hagi	Hagi	1994-01-14
