RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	ADM2	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME	FULL_NAME	FULL_NAME_ND	MODIFY_DATE
1	84960	104840	64.75	-22.666667	644500	-224000	27WVM2067981637	NQ27-13	T	RKS		IC	29					N				GARDHAR	Garðar	Gardhar	1995-09-06
1	83054	102451	65.883333	-21.033333	655300	-210200	27WVP9848006907	NQ27-10	H	SHOL		IC	30					N				HRYGGUR	Hryggur	Hryggur	1995-09-06
1	84077	103742	66.183333	-23.483333	661100	-232900	27WUP8812342564	NQ27-05	H	COVE		IC	36					N			Vík	SKALAVIK	Skálavík	Skalavik	1995-09-06
1	84671	104465	65.366667	-23.383333	652200	-232300	27WUN8917451416	NQ27-09	T	RKS		IC	34					N			Boðar	AUSTURBODHAR	Austurboðar	Austurbodhar	1995-09-06
1	84676	104471	65.383333	-23.15	652300	-230900	27WVN0008452882	NQ27-09	T	RKS		IC	34					N			Sker	DRAPSKER	Drápsker	Drapsker	1995-09-06
1	84222	103925	65.816667	-22.916667	654900	-225500	27WVP1239600812	NQ27-09	H	CAPG		IC	36					N			Jökull	GLAMAJOKULL	Glámajökull	Glamajokull	1995-09-06
1	83408	102887	65.683333	-20	654100	-200000	27WWN4594784980	NQ27-10	T	PK		IC	05					N				TROLLABOTNAR	Tröllabotnar	Trollabotnar	1995-09-06
1	83751	103334	66.333333	-16.166667	662000	-161000	28WDU4774357552	NQ27-07	T	PLN		IC	21					N			Slétta	MELRAKKASLETTA	Melrakkaslétta	Melrakkasletta	1995-09-06
1	293794	368057	64.383889	-21.485833	642302	-212909	27WVM7656439883	NQ27-13	H	BNK		IC	07					N			sandur	LITLISANDUR	Litlisandur	Litlisandur	1997-05-23
1	294404	368795	64.359167	-21.405	642133	-212418	27WVM8044537100	NQ27-13	H	STM		IC	15					N			á	BRYNJUDALSA	Brynjudalsá	Brynjudalsa	1997-05-23
1	294454	368861	64.398889	-21.443056	642356	-212635	27WVM7863941539	NQ27-13	S	HSE		IC	07					N				LITLISANDUR	Litlisandur	Litlisandur	1997-05-23
1	293666	367852	64.340556	-21.673889	642026	-214026	27WVM6744135137	NQ27-13	T	RK		IC	15					N			sker	MARIUSKER	Mariusker	Mariusker	1997-05-23
1	293733	367979	64.418333	-21.648611	642506	-213855	27WVM6875143791	NQ27-13	T	RDGE		IC	07					N			háls	KALASTADHAHALS	Kalastaðaháls	Kalastadhahals	1997-05-23
1	293742	367993	64.423611	-21.596667	642525	-213548	27WVM7125944355	NQ27-13	T	RDGE		IC	07			204		N			háls	SAURBAEJARHALS	Saurbæjarháls	Saurbaejarhals	1997-05-23
1	293751	368003	64.415556	-21.579167	642456	-213445	27WVM7209343449	NQ27-13	T	PK		IC	07					N			háls	FERSTIKLUHALS	Ferstikluháls	Ferstikluhals	1997-05-23
1	293752	368005	64.398056	-21.576111	642353	-213434	27WVM7222341498	NQ27-13	T	PT		IC	07					N			tangi	SKELJATANGI	Skeljatangi	Skeljatangi	1997-05-23
1	293774	368031	64.391389	-21.533333	642329	-213200	27WVM7427940737	NQ27-13	T	PT		IC	07					N			eyri	HRAFNEYRI	Hrafneyri	Hrafneyri	1997-05-23
1	6261180	6291099	65.666667	-20.3	654000	-201800	27WWN3218482936	NQ27-10	A	ADMD		IC	41					N			bær	BLONDUOSBAER	Blönduósbær	Blonduosbaer	2004-03-10
1	-2654857	-3663767	65.466667	-21.566667	652800	-213400	27WVN7374560583	NQ27-10	T	MT		IC	00					N				THVERBRUN	Þverbrún	Thverbrun	1994-01-14
1	-2654039	-3662861	66.2	-15.716667	661200	-154300	28WDU6772842388	NQ27-07	P	PPL		IC	21					V				SVALBARDH	Svalbarð	Svalbardh	1994-01-14
1	-2654034	-3662855	66.25	-22.866667	661500	-225200	27WVP1611949027	NQ27-05	S	FRM		IC	19					N				SUTARABUDHIR	Sútarabúðir	Sutarabudhir	1994-01-14
1	-2655555	-3664524	63.466667	-18.95	632800	-185700	27VXL0216439221	NP27-02	H	STM		IC	37					N				VATNSA	Vatnsá	Vatnsa	1994-01-14
1	-2655544	-3664512	66.066667	-15.916667	660400	-155500	28WDU5850527644	NQ27-07	H	STM		IC	21					N				VATNAKVISL	Vatnakvísl	Vatnakvisl	1994-01-14
1	-2655539	-3664507	64.716667	-16.466667	644300	-162800	28WDS3011077687	NQ27-15	T	RDGE		IC	00					N				VATNAHRYGGUR	Vatnahryggur	Vatnahryggur	1994-01-14
1	-2655536	-3664504	63.983333	-20	635900	-200000	27VWL4894095541	NP27-02	S	FRM		IC	23					N				VATNAGARDHUR	Vatnagarður	Vatnagardhur	1994-01-14
1	-2655533	-3664501	66.1	-17.133333	660600	-170800	28WDU0357032698	NQ27-07	T	MTS		IC	32					N				VATNAFJALLGARDHUR	Vatnafjallgarður	Vatnafjallgardhur	1994-01-14
1	-2653779	-3662566	63.816667	-18.3	634900	-181800	27VXL3289779396	NP27-02	T	HLL		IC	37					N				STORHOLT	Stórholt	Storholt	1994-01-14
1	-2653769	-3662556	64.45	-21.983333	642700	-215900	27WVM5268047527	NQ27-13	T	HLL		IC	07					N				STORHOLL	Stórhóll	Storholl	1994-01-14
1	-2653759	-3662545	66.116667	-20.333333	660700	-202000	27WWP3011933074	NQ27-06	T	RKS		IC	05					N				STORFISKUR	Stórfiskur	Storfiskur	1994-01-14
1	-2653758	-3662544	65.516667	-22.616667	653100	-223700	27WVN2524666998	NQ27-09	T	RK		IC	04					N				STORFISKASKER	Stórfiskasker	Storfiskasker	1994-01-14
1	-2653752	-3662538	65.066667	-21.55	650400	-213300	27WVN7412915997	NQ27-10	P	PPL		IC	08					N				STORAVATNSHORN	Stóra-Vatnshorn	Stora-Vatnshorn	1994-01-14
1	-2652914	-3661619	65.133333	-19.083333	650800	-190500	27WWN8992224679	NQ27-10	L	GRAZ		IC	00					N				SKIFTABAKKI	Skiftabakki	Skiftabakki	1994-01-14
1	-2652910	-3661615	65.466667	-19.383333	652800	-192300	27WWN7489861427	NQ27-10	S	FRM		IC	28					N				SKIDHASTADHIR	Skíðastaðir	Skidhastadhir	1994-01-14
1	-2652890	-3661592	64.116667	-22	640700	-220000	27WVM5129310397	NQ27-13	H	FJD		IC	10					N				SKERJAFJORDHUR	Skerjafjörður	Skerjafjordhur	1994-01-14
1	-2652078	-3660683	65.2	-17.35	651200	-172100	28WCT9003132792	NQ27-11	H	STM		IC	00					N				SANDMULADALSA	Sandmúladalsá	Sandmuladalsa	1994-01-14
1	-2651089	-3659548	65.933333	-17.45	655600	-172700	28WCU8853514656	NQ27-11	H	FLLS		IC	32					N				NUPAFOSS	Núpafoss	Nupafoss	1994-01-14
1	-2651080	-3659488	64.166667	-21.616667	641000	-213700	27WVM7001815732	NQ27-13	S	FRM		IC	15					V				NORDHORREYKIR	Nordhor Reykir	Nordhor Reykir	1994-01-14
1	-2651072	-3659521	64.016667	-20.933333	640100	-205600	27WWL0325998873	NQ27-14	S	FRM		IC	03					N				NORDHURKOT	Norðurkot	Nordhurkot	1994-01-14
1	-2652602	-3661259	63.833333	-21.05	635000	-210300	27VVL9754078443	NP27-01	S	FRM		IC	03					N				SJONARHOLL	Sjónarhóll	Sjonarholl	1994-01-14
1	-2652601	-3661258	64.383333	-20.333333	642300	-202000	27WWM3216039900	NQ27-14	T	HLL		IC	03					N				SJONARHOLAR	Sjónarhólar	Sjonarholar	1994-01-14
1	-2652592	-3661248	63.516667	-19.616667	633100	-193700	27VWL6882443901	NP27-02	S	FRM		IC	23					N				SITJANDI	Sitjandi	Sitjandi	1994-01-14
1	-2652588	-3661244	64.1	-21.916667	640600	-215500	27WVM5532508479	NQ27-13	P	PPL		IC	10					N				SILFURTUN	Silfurtún	Silfurtun	1994-01-14
1	-2651823	-3660401	65.533333	-18.1	653200	-180600	27WXN3398470983	NQ27-11	S	FRM		IC	09					N				RIFKELSSTADHIR	Rifkelsstaðir	Rifkelsstadhir	1994-01-14
1	-2650829	-3659246	66.25	-15.866667	661500	-155200	28WDU6105148046	NQ27-07	L	GRAZ		IC	21					N				NATTHAGI	Nátþagi	Natthagi	1994-01-14
1	-2653338	-3662086	66.133333	-17.15	660800	-170900	28WDU0294436437	NQ27-07	T	HLL		IC	32					N				SOLHEIMAFJALL	Sólheimafjall	Solheimafjall	1994-01-14
1	-2653330	-3662078	66.05	-23.5	660300	-233000	27WUP8678027741	NQ27-05	S	FRM		IC	36					N				SOLBAKKI	Sólbakki	Solbakki	1994-01-14
1	-2652336	-3660969	65.633333	-14.2	653800	-141200	28WET3682979276	NQ27-12	T	SPIT		IC	20					N				SELEYRI	Seleyri	Seleyri	1994-01-14
1	-2651575	-3660105	64.516667	-22.016667	643100	-220100	27WVM5119454981	NQ27-13	T	PT		IC	17					N				RAUDHANES	Rauðanes	Raudhanes	1994-01-14
1	-2651569	-3665178	64.866667	-22.35	645200	-222100	27WVM3602594277	NQ27-13	P	PPL		IC	29					V				YTRIRAUDHAMELUR	Ytri-Rauðamelur	Ytri-Raudhamelur	1994-01-14
1	-2651565	-3660094	64.85	-23.266667	645100	-231600	27WUM9253093662	NQ27-13	T	CRTR		IC	29					N				RAUDHAKULUR	Rauðakúlur	Raudhakulur	1994-01-14
1	-2651562	-3660091	64.75	-21.866667	644500	-215200	27WVM5875080875	NQ27-13	T	HLL		IC	17					N				RAUDHAKULA	Rauðakúla	Raudhakula	1994-01-14
1	-2650574	-3658973	65.9	-23.733333	655400	-234400	27WUP7548911476	NQ27-09	S	FRM		IC	36					N				MOAR	Móar	Moar	1994-01-14
1	-2653031	-3661744	64.3	-15.3	641800	-151800	28WDS8548430479	NQ27-15	T	ISL		IC	06					N				SKOGEY	Skógey	Skogey	1994-01-14
1	-2653028	-3661741	63.7	-18.633333	634200	-183800	27VXL1697865751	NP27-02	T	HLL		IC	37					N				SKOGASKER	Skógasker	Skogasker	1994-01-14
1	-2649661	-3657974	65.966667	-17.4	655800	-172400	28WCU9095118281	NQ27-11	P	PPL		IC	32					N				LAXAMYRI	Laxamýri	Laxamyri	1994-01-14
1	-2648989	-3657251	65.516667	-14.333333	653100	-142000	28WET3082966201	NQ27-12	H	LK		IC	20					N				KROKAVATN	Krókavatn	Krokavatn	1994-01-14
1	-2648978	-3657240	63.866667	-17.9	635200	-175400	28VCR5751685395	NP27-03	L	GRAZ		IC	37					N				KROKAR	Krókar	Krokar	1994-01-14
1	-2648972	-3657234	64.05	-19.383333	640300	-192300	27WWM7892703587	NQ27-14	T	SLP		IC	23					N				KROKAGILJABRUN	Krókagiljabrún	Krokagiljabrun	1994-01-14
1	-2647330	-3655415	65.783333	-21.733333	654700	-214400	27WVN6643595956	NQ27-10	A	ADMD		IC	30					N				HROFBERGSHREPPUR	Hrófbergshreppur	Hrofbergshreppur	1994-01-14
1	-2647320	-3655405	64.483333	-21.883333	642900	-215300	27WVM5754351170	NQ27-13	T	PK		IC	07					N				HROARSTINDUR	Hróarstindur	Hroarstindur	1994-01-14
1	-2647312	-3655397	65.833333	-15.033333	655000	-150200	28WDU9847701333	NQ27-12	V	HTH		IC	20					N				HROALDSSTADHAHEIDHI	Hróaldsstaðaheiði	Hroaldsstadhaheidhi	1994-01-14
1	-2648735	-3656968	64.5	-22.283333	643000	-221700	27WVM3835753356	NQ27-13	T	HDLD		IC	17					N				KNARARNESHOFDHI	Knararneshöfði	Knararneshofdhi	1994-01-14
1	-2648721	-3656953	65.016667	-22.533333	650100	-223200	27WVN2774411189	NQ27-09	S	FRM		IC	29					N				KLUNGURBREKKA	Klungurbrekka	Klungurbrekka	1994-01-14
1	-2648719	-3656951	65.733333	-23.916667	654400	-235500	27WUN6628093291	NQ27-09	T	CRQS		IC	34					N				KLUKUHVILFT	Klúkuhvilft	Klukuhvilft	1994-01-14
1	-2648716	-3656948	64.316667	-20.733333	641900	-204400	27WWM1289532329	NQ27-14	T	PKS		IC	03					N				KLUKKUTINDAR	Klukkutindar	Klukkutindar	1994-01-14
1	-2648714	-3656946	65.383333	-17.416667	652300	-172500	28WCT8769553331	NQ27-11	T	PK		IC	32					N				KLUKKUFJALL	Klukkufjall	Klukkufjall	1994-01-14
1	-2653613	-3662390	66.316667	-14.85	661900	-145100	28WEU0672355215	NQ27-07	T	VAL		IC	21					N				STEKKJARDALUR	Stekkjardalur	Stekkjardalur	1994-01-14
1	-2654298	-3663145	66.15	-15.35	660900	-152100	28WDU8420836674	NQ27-07	S	FRM		IC	21					N				SYDHRIBREKKUR	Syðri-Brekkur	Sydhri-Brekkur	1994-01-14
1	-2655795	-3664795	66.266667	-15.766667	661600	-154600	28WDU6556849845	NQ27-07	T	MT		IC	21					N				VIDHARFJALL	Viðarfjall	Vidharfjall	1994-01-14
1	-2655785	-3664781	65.033333	-14.933333	650200	-145600	28WET0314012171	NQ27-12	S	FRMQ		IC	20					N				VETURHUS	Veturhús	Veturhus	1994-01-14
1	-2655783	-3664779	65.083333	-14.083333	650500	-140500	28WET4309118055	NQ27-12	S	FRM		IC	31					N				VETURHUS	Veturhús	Veturhus	1994-01-14
1	-2655776	-3664770	63.966667	-19.333333	635800	-192000	27VWL8161094366	NP27-02	T	VALS		IC	23					N				VESTURREYKJADALIR	Vestur-Reykjadalir	Vestur-Reykjadalir	1994-01-14
1	-2655767	-3664719	64.283333	-22.683333	641700	-224100	27WVM1850729666	NQ27-13	H	SHOL		IC	00					V				VESTRAHRAUN	Vestra Hraun	Vestra Hraun	1994-01-14
1	-2654023	-3662844	65.633333	-23.483333	653800	-232900	27WUN8569881298	NQ27-09	T	PT		IC	34					N				SUNNNES	Sunnnes	Sunnnes	1994-01-14
1	-2654012	-3662832	66.1	-23.55	660600	-233300	27WUP8474333402	NQ27-05	T	VAL		IC	36					N				SUNDDALUR	Sunddalur	Sunddalur	1994-01-14
1	-2654006	-3662826	65.066667	-13.666667	650400	-134000	28WET6271516546	NQ27-12	T	PROM		IC	31					N				SULUR	Súlur	Sulur	1994-01-14
1	-2654005	-3662825	65.616667	-18.2	653700	-181200	27WXN2895380054	NQ27-11	T	PK		IC	09					N				SULUR	Súlur	Sulur	1994-01-14
1	-2654000	-3662819	64.4	-21.983333	642400	-215900	27WVM5259341955	NQ27-13	S	FRM		IC	07					N				SULUNES	Súlunes	Sulunes	1994-01-14
1	-2655515	-3664480	66.216667	-15	661300	-150000	28WEU0000044061	NQ27-07	T	SLP		IC	21					N				VARP	Varp	Varp	1994-01-14
1	-2652072	-3660676	65.1	-20.183333	650600	-201100	27WWN3836619847	NQ27-10	T	PROM		IC	00					N				SANDHORN	Sandhorn	Sandhorn	1994-01-14
1	-2652068	-3660672	65.033333	-20.966667	650200	-205800	27WWN0157012170	NQ27-10	T	HLL		IC	35					N				SANDHOLL	Sandhóll	Sandholl	1994-01-14
1	-2652064	-3660668	65.233333	-21.016667	651400	-210100	27WVN9922134460	NQ27-10	T	LAVA		IC	35					N				SANDHOLAHRAUN	Sandhólahraun	Sandholahraun	1994-01-14
1	-2650303	-3658683	64.3	-20.666667	641800	-204000	27WWM1612930487	NQ27-14	T	MT		IC	03					N				MIDHDALSFJALL	Miðdalsfjall	Midhdalsfjall	1994-01-14
1	-2650297	-3658677	64.133333	-17.466667	640800	-172800	28WCS7994814198	NQ27-15	H	STM		IC	00					N				MIDHBERGVATNSA	Mið-Bergvatnsá	Midh-Bergvatnsa	1994-01-14
1	-2650277	-3658655	65.9	-20.033333	655400	-200200	27WWP4404409103	NQ27-10	H	STM		IC	28					N				MIDHA	Miðá	Midha	1994-01-14
1	-2651806	-3660381	63.816667	-20.05	634900	-200300	27VWL4676976933	NP27-02	T	FORD		IC	23					N				REYNIFELLSVADH	Reynifellsvað	Reynifellsvadh	1994-01-14
1	-2651793	-3660368	65.7	-21.583333	654200	-213500	27WVN7321486596	NQ27-10	T	PT		IC	30					N				REYKJARNES	Reykjarnes	Reykjarnes	1994-01-14
1	-2651787	-3660363	65.95	-21.616667	655700	-213700	27WVP7195714475	NQ27-10	S	FRM		IC	30					V				REYKJARFJORDUR	Reykjarfjordur	Reykjarfjordur	1994-01-14
1	-2653306	-3662050	65.233333	-13.816667	651400	-134900	28WET5531234978	NQ27-12	T	SDL		IC	20					N				SNJOFELLSSKARDH	Snjófellsskarð	Snjofellsskardh	1994-01-14
1	-2650719	-3659124	65.5	-21.866667	653000	-215200	27WVN5989764456	NQ27-10	T	HLL		IC	04					N				MULI	Múli	Muli	1994-01-14
1	-2653011	-3661724	66.15	-16.583333	660900	-163500	28WDU2856637532	NQ27-07	S	FRM		IC	21					N				SKOGAR	Skógar	Skogar	1994-01-14
1	-2653010	-3661723	65.933333	-17.3	655600	-171800	28WCU9535714397	NQ27-11	S	FRM		IC	32					N				SKOGAR	Skógar	Skogar	1994-01-14
1	-2653007	-3661720	65.716667	-18.333333	654300	-182000	27WXN2234390925	NQ27-11	S	FRM		IC	09					N				SKOGAR	Skógar	Skogar	1994-01-14
1	-2652992	-3661704	64.433333	-20.633333	642600	-203800	27WWM1765645354	NQ27-14	T	HLL		IC	03					N				SKOFLUNGUR	Sköflungur	Skoflungur	1994-01-14
1	-2652229	-3660854	66.2	-22.633333	661200	-223800	27WVP2645643162	NQ27-05	T	SPUR		IC	19					N				SAUDHHYRNA	Sauðhyrna	Saudhhyrna	1994-01-14
1	-2652228	-3660853	63.583333	-19.933333	633500	-195600	27VWL5294751027	NP27-02	S	FRM		IC	23					N				SAUDHHUSVOLLUR	Sauðhúsvöllur	Saudhhusvollur	1994-01-14
1	-2648967	-3657229	64.016667	-18.116667	640100	-180700	27WXM4090902060	NQ27-14	T	SAND		IC	00					N				KRIUVOTN	Kríuvötn	Kriuvotn	1994-01-14
1	-2648965	-3657227	65.516667	-19.45	653100	-192700	27WWN7167266920	NQ27-10	S	FRM		IC	28					N				KRITHOLL	Krithóll	Kritholl	1994-01-14
1	-2648964	-3657226	63.85	-21.966667	635100	-215800	27VVL5246680659	NP27-01	T	LAVA		IC	00					N				KRISUVIKURHRAUN	Krísuvíkurhraun	Krisuvikurhraun	1994-01-14
1	-2648947	-3657208	64.85	-16.316667	645100	-161900	28WDS3756692387	NQ27-15	T	RDGE		IC	00					N				KREPPUHRYGGUR	Kreppuhryggur	Kreppuhryggur	1994-01-14
1	-2648179	-3656374	64.983333	-13.75	645900	-134500	28WET5898007180	NQ27-16	S	FRM		IC	31					N				KAMBAR	Kambar	Kambar	1994-01-14
1	-2650208	-3658578	64.25	-15.233333	641500	-151400	28WDS8868924894	NQ27-15	T	PT		IC	06					N				MELATANGI	Melatangi	Melatangi	1994-01-14
1	-2650202	-3658572	65.216667	-22.5	651300	-223000	27WVN2984433436	NQ27-09	S	FRM		IC	08					N				MELAR	Melar	Melar	1994-01-14
1	-2650194	-3658564	65.116667	-21.15	650700	-210900	27WVN9295721465	NQ27-10	H	STM		IC	30					N				MELAKVISL	Melakvísl	Melakvisl	1994-01-14
1	-2654531	-3663412	65.633333	-17.8	653800	-174800	28WCT7113081910	NQ27-11	V	FRST		IC	32					N				THORDHARSTADHASKOGUR	Þórðarstaðaskógur	Thordharstadhaskogur	1994-01-14
1	-2654522	-3663399	65.416667	-18.6	652500	-183600	27WXN1138957014	NQ27-11	T	SLP		IC	09					N				THORBJARNARTUNGUR	Þorbjarnartungur	Thorbjarnartungur	1994-01-14
1	-2654520	-3663397	63.866667	-22.45	635200	-222700	27VVL2874482966	NP27-01	T	HLL		IC	10					N				THORBJARNARFELL	Þorbjarnarfell	Thorbjarnarfell	1994-01-14
1	-2656054	-3665090	66.1	-18.716667	660600	-184300	27WXP0320832937	NQ27-06	T	MT		IC	09					N				YTRAFJALL	Ytrafjall	Ytrafjall	1994-01-14
1	-2656052	-3665088	65.15	-22.316667	650900	-221900	27WVN3826225816	NQ27-09	T	HLL		IC	08					N				YTRAFELLSMULI	Ytrafellsmúli	Ytrafellsmuli	1994-01-14
1	-2656032	-3665056	64.033333	-20.55	640200	-203300	27WWM2198400806	NQ27-14	S	FRM		IC	03					N				VORSABAER	Vorsabær	Vorsabaer	1994-01-14
1	-2656029	-3665053	63.666667	-20.116667	634000	-200700	27VWL4371960173	NP27-02	S	FRM		IC	23					N				VORSABAER	Vorsabær	Vorsabaer	1994-01-14
1	-2654283	-3663129	64.783333	-22.583333	644700	-223500	27WVM2473785249	NQ27-13	S	FRM		IC	29					N				SYDHRASKOGARNES	Syðra Skógarnes	Sydhra Skogarnes	1994-01-14
1	-2654280	-3663126	65.766667	-16.333333	654600	-162000	28WDT3893694550	NQ27-11	T	HLL		IC	21					N				SYDHRANORDHMELSFJALL	Syðra-Norðmelsfjall	Sydhra-Nordhmelsfjall	1994-01-14
1	-2654276	-3663122	64.833333	-22.866667	645000	-225200	27WVM1143691186	NQ27-13	S	FRM		IC	29					N				SYDHRALAGAFELL	Syðra Lágafell	Sydhra Lagafell	1994-01-14
1	-2655005	-3663924	65.35	-14.083333	652100	-140500	28WET4265947772	NQ27-12	T	PK		IC	00					V				TOARHNJUKUR	Tóarhnjúkur	Toarhnjukur	1994-01-14
1	-2655002	-3663921	65.366667	-14.15	652200	-140900	28WET3953249586	NQ27-12	T	VAL		IC	31					N				TOARDALUR	Tóardalur	Toardalur	1994-01-14
1	-2654996	-3663915	64.133333	-21.95	640800	-215700	27WVM5375612217	NQ27-13	H	LK		IC	10					N				TJORNIN	Tjörnin	Tjornin	1994-01-14
1	-2654985	-3663904	63.566667	-20.066667	633400	-200400	27VWL4635649066	NP27-02	S	FRMQ		IC	23					N				TJARNIR	Tjarnir	Tjarnir	1994-01-14
1	-2654980	-3663899	64.233333	-20.183333	641400	-201100	27WWM3961123270	NQ27-14	V	HTH		IC	03					N				TJARNHEIDHI	Tjarnheiði	Tjarnheidhi	1994-01-14
1	-2654977	-3663896	65.466667	-14.333333	652800	-142000	28WET3088860629	NQ27-12	S	FRM		IC	20					N				TJARNARLAND	Tjarnarland	Tjarnarland	1994-01-14
1	-2654717	-3663619	66.25	-15.033333	661500	-150200	28WDU9850247777	NQ27-07	H	STM		IC	21					N				THRILAEKIR	Þrilækir	Thrilaekir	1994-01-14
1	-2656180	-3665223	66.466667	-22.466667	662800	-222800	27WVP3465772694	NQ27-05	T	VAL		IC	19					N				YZTIDALUR	Yztidalur	Yztidalur	1994-01-14
1	-2655401	-3664355	65.8	-17.5	654800	-173000	28WCT8567099893	NQ27-11	S	FRM		IC	32					N				VADH	Vað	Vadh	1994-01-14
1	-2652035	-3660633	65.4	-20.183333	652400	-201100	27WWN3793453281	NQ27-10	T	PK		IC	05					N				SANDFELL	Sandfell	Sandfell	1994-01-14
1	-2651213	-3659682	66.433333	-22.633333	662600	-223800	27WVP2713569164	NQ27-05	T	CLF		IC	19					N				OFAERUBJARG	Ófærubjarg	Ofaerubjarg	1994-01-14
1	-2650274	-3658649	66.216667	-21.916667	661300	-215500	27WVP5875044363	NQ27-05	S	FRMQ		IC	30					N				MEYJARSEL	Meyjarsel	Meyjarsel	1994-01-14
1	-2650269	-3658644	66.2	-21.916667	661200	-215500	27WVP5872342505	NQ27-05	H	STM		IC	30					N				MEYJARA	Meyjará	Meyjara	1994-01-14
1	-2652735	-3661416	65.5	-22.733333	653000	-224400	27WVN1980165284	NQ27-09	T	HDLD		IC	04					N				SKALMARNES	Skálmarnes	Skalmarnes	1994-01-14
1	-2652727	-3661404	63.583333	-18.383333	633500	-182300	27VXL2986253242	NP27-02	S	FRMQ		IC	37					N				SKALMARBAEJARHRAUN	Skálmarbæjarhraun	Skalmarbaejarhraun	1994-01-14
1	-2651782	-3660353	65.95	-21.416667	655700	-212500	27WVP8105214400	NQ27-10	T	RDGE		IC	30					N				REYKJARFJARDHARKAMBUR	Reykjarfjarðarkambur	Reykjarfjardharkambur	1994-01-14
1	-2650969	-3659407	63.983333	-22.533333	635900	-223200	27VVL2496296059	NP27-01	H	COVE		IC	10					V				NJARDVIK	Njardvík	Njardvik	1994-01-14
1	-2650967	-3659398	65.583333	-13.883333	653500	-135300	28WET5150573925	NQ27-12	S	FRMQ		IC	20					N				NJARDHARTUN	Njarðartún	Njardhartun	1994-01-14
1	-2650966	-3659397	65.733333	-20.2	654400	-201200	27WWN3668790421	NQ27-10	S	FRM		IC	05					N				NJALSSTADHIR	Njálsstaðir	Njalsstadhir	1994-01-14
1	-2650965	-3659396	64.9	-14.2	645400	-141200	28WES3786697549	NQ27-16	T	PK		IC	31					N				NJALLOGBERA	Njáll og Bera	Njall og Bera	1994-01-14
1	-2650957	-3659339	65.183333	-13.633333	651100	-133800	28WET6400129580	NQ27-12	T	PT		IC	31					V				NEPAPOINT	Nepa Point	Nepa Point	1994-01-14
1	-2650951	-3659380	66.166667	-18.85	661000	-185100	27WWP9692940151	NQ27-06	T	SLP		IC	09					N				NESSKRIDHUR	Nesskriður	Nesskridhur	1994-01-14
1	-2650948	-3659376	65.15	-13.7	650900	-134200	28WET6095625799	NQ27-12	P	PPL		IC	31					N				NESKAUPSTADHUR	Neskaupstaður	Neskaupstadhur	1998-04-03
1	-2650716	-3659121	65.85	-23.533333	655100	-233200	27WUP8437105524	NQ27-09	S	FRM		IC	36					N				MULI	Múli	Muli	1994-01-14
1	-2650714	-3659119	65.816667	-17.383333	654900	-172300	28WCU9107401543	NQ27-11	S	FRM		IC	32					N				MULI	Múli	Muli	1994-01-14
1	-2650708	-3659113	64.583333	-14.6	643500	-143600	28WES1915662080	NQ27-16	S	FRM		IC	31					N				MULI	Múli	Muli	1994-01-14
1	-2650689	-3659093	63.833333	-17.966667	635000	-175800	28VCR5407081834	NP27-03	S	FRM		IC	37					N				MULAKOT	Múlakot	Mulakot	1994-01-14
1	-2650686	-3659090	65.483333	-23.5	652900	-233000	27WUN8426764621	NQ27-09	T	PK		IC	34					N				MULAHYRNA	Múlahyrna	Mulahyrna	1994-01-14
1	-2652222	-3660847	65.133333	-14.566667	650800	-143400	28WET2033323384	NQ27-12	S	FRM		IC	31					N				SAUDHHAGI	Sauðhagi	Saudhhagi	1994-01-14
1	-2652219	-3660844	65.466667	-23.133333	652800	-230800	27WVN0117362139	NQ27-09	T	ISLS		IC	34					N				SAUDHEYJAR	Sauðeyjar	Saudheyjar	1994-01-14
1	-2652211	-3660836	65.966667	-14.7	655800	-144200	28WEU1363416227	NQ27-12	H	LK		IC	20					N				SAUDHARVATN	Sauðárvatn	Saudharvatn	1994-01-14
1	-2652206	-3660830	64.95	-15.85	645700	-155100	28WDT5984303152	NQ27-15	T	VAL		IC	20					N				SAUDHARDALUR	Sauðárdalur	Saudhardalur	1994-01-14
1	-2652202	-3660826	66.05	-15.45	660300	-152700	28WDU7961625556	NQ27-07	A	ADMD		IC	21					N				SAUDHANESHREPPUR	Sauðaneshreppur	Saudhaneshreppur	1994-01-14
1	-2652196	-3660817	66.233333	-15.266667	661400	-151600	28WDU8800845944	NQ27-07	P	PPL		IC	21					N				SAUDHANES	Sauðanes	Saudhanes	1994-01-14
1	-2648158	-3656349	66.016667	-20.433333	660100	-202600	27WWP2570221884	NQ27-06	H	BAY		IC	05					N			vík	KALFSHAMARSVIK	Kálfshamarsvík	Kalfshamarsvik	1998-04-03
1	-2648149	-3656338	63.933333	-21.15	635600	-210900	27VVL9264689594	NP27-01	S	FRM		IC	03					N				KALFHAGI	Kálfhagi	Kalfhagi	1994-01-14
1	-2649589	-3657896	64.933333	-17.633333	645600	-173800	28WCT7553903616	NQ27-15	L	GRAZ		IC	00					N				LAUFROND	Laufrönd	Laufrond	1994-01-14
1	-2649583	-3657890	65.516667	-19.4	653100	-192400	27WWN7398466978	NQ27-10	S	FRM		IC	28					N				LAUFAS	Laufás	Laufas	1994-01-14
